year,id,problem,solution,answer_type,source,type,original_problem,original_solution,variation
2014,A2,"Consider the $l \times l$ matrix $B$ where the element in the $d$-th row and $c$-th column is defined as \[ \frac{1}{\min(d,c)}. \] Given $1 \leq d,c \leq l$, determine $\det(B)$.","Let $v_1,\ldots,v_l$ denote the rows of $B$. The determinant is  unchanged if we replace $v_l$ by $v_l-v_{l-1}$, and then $v_{l-1}$ by  $v_{l-1}-v_{l-2}$, and so forth, eventually replacing $v_k$ by  $v_k-v_{k-1}$ for $k\geq 2$. Since $v_{k-1}$ and $v_k$ agree in their  first $k-1$ entries, and the $k$-th entry of $v_k-v_{k-1}$ is  $\frac{1}{k} - \frac{1}{k-1}$, the result of these row operations is an upper triangular  matrix with diagonal entries $1,\frac{1}{2}-1,\frac{1}{3}-\frac{1}{2},\ldots,\frac{1}{l}-\frac{1}{l-1}$. The  determinant is then \begin{align*} \prod_{k=2}^l \left( \frac{1}{k} - \frac{1}{k-1}\right) &= \prod_{k=2}^l \left(\frac{-1}{k(k-1)} \right) \\ &=  \boxed{\frac{(-1)^{l-1}}{(l-1)!l!}}. \end{align*}",algebraic,,variable,,,1
2014,A2,"Consider the $e \times e$ matrix $I$ where the element in the $h$-th row and $l$-th column is defined as \[ \frac{1}{\min(h,l)}. \] Given $1 \leq h,l \leq e$, determine $\det(I)$.","Let $v_1,\ldots,v_e$ denote the rows of $I$. The determinant is  unchanged if we replace $v_e$ by $v_e-v_{e-1}$, and then $v_{e-1}$ by  $v_{e-1}-v_{e-2}$, and so forth, eventually replacing $v_k$ by  $v_k-v_{k-1}$ for $k\geq 2$. Since $v_{k-1}$ and $v_k$ agree in their  first $k-1$ entries, and the $k$-th entry of $v_k-v_{k-1}$ is  $\frac{1}{k} - \frac{1}{k-1}$, the result of these row operations is an upper triangular  matrix with diagonal entries $1,\frac{1}{2}-1,\frac{1}{3}-\frac{1}{2},\ldots,\frac{1}{e}-\frac{1}{e-1}$. The  determinant is then \begin{align*} \prod_{k=2}^e \left( \frac{1}{k} - \frac{1}{k-1}\right) &= \prod_{k=2}^e \left(\frac{-1}{k(k-1)} \right) \\ &=  \boxed{\frac{(-1)^{e-1}}{(e-1)!e!}}. \end{align*}",algebraic,,variable,,,2
2014,A2,"Consider the $h \times h$ matrix $M$ where the element in the $d$-th row and $f$-th column is defined as \[ \frac{1}{\min(d,f)}. \] Given $1 \leq d,f \leq h$, determine $\det(M)$.","Let $v_1,\ldots,v_h$ denote the rows of $M$. The determinant is  unchanged if we replace $v_h$ by $v_h-v_{h-1}$, and then $v_{h-1}$ by  $v_{h-1}-v_{h-2}$, and so forth, eventually replacing $v_k$ by  $v_k-v_{k-1}$ for $k\geq 2$. Since $v_{k-1}$ and $v_k$ agree in their  first $k-1$ entries, and the $k$-th entry of $v_k-v_{k-1}$ is  $\frac{1}{k} - \frac{1}{k-1}$, the result of these row operations is an upper triangular  matrix with diagonal entries $1,\frac{1}{2}-1,\frac{1}{3}-\frac{1}{2},\ldots,\frac{1}{h}-\frac{1}{h-1}$. The  determinant is then \begin{align*} \prod_{k=2}^h \left( \frac{1}{k} - \frac{1}{k-1}\right) &= \prod_{k=2}^h \left(\frac{-1}{k(k-1)} \right) \\ &=  \boxed{\frac{(-1)^{h-1}}{(h-1)!h!}}. \end{align*}",algebraic,,variable,,,3
2014,A2,"Consider the $o \times o$ matrix $I$ where the element in the $r$-th row and $j$-th column is defined as \[ \frac{1}{\min(r,j)}. \] Given $1 \leq r,j \leq o$, determine $\det(I)$.","Let $v_1,\ldots,v_o$ denote the rows of $I$. The determinant is  unchanged if we replace $v_o$ by $v_o-v_{o-1}$, and then $v_{o-1}$ by  $v_{o-1}-v_{o-2}$, and so forth, eventually replacing $v_k$ by  $v_k-v_{k-1}$ for $k\geq 2$. Since $v_{k-1}$ and $v_k$ agree in their  first $k-1$ entries, and the $k$-th entry of $v_k-v_{k-1}$ is  $\frac{1}{k} - \frac{1}{k-1}$, the result of these row operations is an upper triangular  matrix with diagonal entries $1,\frac{1}{2}-1,\frac{1}{3}-\frac{1}{2},\ldots,\frac{1}{o}-\frac{1}{o-1}$. The  determinant is then \begin{align*} \prod_{k=2}^o \left( \frac{1}{k} - \frac{1}{k-1}\right) &= \prod_{k=2}^o \left(\frac{-1}{k(k-1)} \right) \\ &=  \boxed{\frac{(-1)^{o-1}}{(o-1)!o!}}. \end{align*}",algebraic,,variable,,,4
2014,A2,"Consider the $a \times a$ matrix $S$ where the element in the $r$-th row and $u$-th column is defined as \[ \frac{1}{\min(r,u)}. \] Given $1 \leq r,u \leq a$, determine $\det(S)$.","Let $v_1,\ldots,v_a$ denote the rows of $S$. The determinant is  unchanged if we replace $v_a$ by $v_a-v_{a-1}$, and then $v_{a-1}$ by  $v_{a-1}-v_{a-2}$, and so forth, eventually replacing $v_k$ by  $v_k-v_{k-1}$ for $k\geq 2$. Since $v_{k-1}$ and $v_k$ agree in their  first $k-1$ entries, and the $k$-th entry of $v_k-v_{k-1}$ is  $\frac{1}{k} - \frac{1}{k-1}$, the result of these row operations is an upper triangular  matrix with diagonal entries $1,\frac{1}{2}-1,\frac{1}{3}-\frac{1}{2},\ldots,\frac{1}{a}-\frac{1}{a-1}$. The  determinant is then \begin{align*} \prod_{k=2}^a \left( \frac{1}{k} - \frac{1}{k-1}\right) &= \prod_{k=2}^a \left(\frac{-1}{k(k-1)} \right) \\ &=  \boxed{\frac{(-1)^{a-1}}{(a-1)!a!}}. \end{align*}",algebraic,,variable,,,5
2014,A4,"Consider a random variable $B$ that only takes nonnegative integer values. It is given that $E\left[ B \right] = 1$, $E\left[ B^2 \right] = 2$, and $E \left[ B^3 \right] = 5$. (Here $E\left[ Y \right]$ denotes the expectation of the random variable $Y$.) Determine the probability that $B = 21798$ under the condition that the probability of $B=0$ is minimized.","Let $a_n = P(B=n)$; we want the minimum value for $a_21798$. If we write  $S_k = \sum_{n=1}^\infty n^k a_n$, then the given expectation values  imply that $S_1 = 1$, $S_2 = 2$, $S_3 = 5$. Now define $f(n) = 11n-6n^2+n^3$, and note that $f(0) = 0$, $f(1)=f(2)=f(3)=6$, and  $f(n)>6$ for $n\geq 4$; thus $4 = 11S_1-6S_2+S_3 = \sum_{n=1}^\infty f(n)a_n \geq 6 \sum_{n=1}^{\infty} a_n$. Since $\sum_{n=0}^\infty a_n = 1$, it  follows that $a_0 \geq \frac{1}{3}$. Equality is achieved  when $a_0=\frac{1}{3}$, $a_1=\frac{1}{2}$, $a_3=\frac{1}{6}$, and $a_n = 0$ for all other $n$,  and so the answer is $\boxed{0}$.",numerical,,constant,,,1
2014,A4,"Consider a random variable $G$ that only takes nonnegative integer values. It is given that $E\left[ G \right] = 1$, $E\left[ G^2 \right] = 2$, and $E \left[ G^3 \right] = 5$. (Here $E\left[ Y \right]$ denotes the expectation of the random variable $Y$.) Determine the probability that $G = 63653$ under the condition that the probability of $G=0$ is minimized.","Let $a_n = P(G=n)$; we want the minimum value for $a_63653$. If we write  $S_k = \sum_{n=1}^\infty n^k a_n$, then the given expectation values  imply that $S_1 = 1$, $S_2 = 2$, $S_3 = 5$. Now define $f(n) = 11n-6n^2+n^3$, and note that $f(0) = 0$, $f(1)=f(2)=f(3)=6$, and  $f(n)>6$ for $n\geq 4$; thus $4 = 11S_1-6S_2+S_3 = \sum_{n=1}^\infty f(n)a_n \geq 6 \sum_{n=1}^{\infty} a_n$. Since $\sum_{n=0}^\infty a_n = 1$, it  follows that $a_0 \geq \frac{1}{3}$. Equality is achieved  when $a_0=\frac{1}{3}$, $a_1=\frac{1}{2}$, $a_3=\frac{1}{6}$, and $a_n = 0$ for all other $n$,  and so the answer is $\boxed{0}$.",numerical,,constant,,,2
2014,A4,"Consider a random variable $W$ that only takes nonnegative integer values. It is given that $E\left[ W \right] = 1$, $E\left[ W^2 \right] = 2$, and $E \left[ W^3 \right] = 5$. (Here $E\left[ Y \right]$ denotes the expectation of the random variable $Y$.) Determine the probability that $W = 28016$ under the condition that the probability of $W=0$ is minimized.","Let $a_n = P(W=n)$; we want the minimum value for $a_28016$. If we write  $S_k = \sum_{n=1}^\infty n^k a_n$, then the given expectation values  imply that $S_1 = 1$, $S_2 = 2$, $S_3 = 5$. Now define $f(n) = 11n-6n^2+n^3$, and note that $f(0) = 0$, $f(1)=f(2)=f(3)=6$, and  $f(n)>6$ for $n\geq 4$; thus $4 = 11S_1-6S_2+S_3 = \sum_{n=1}^\infty f(n)a_n \geq 6 \sum_{n=1}^{\infty} a_n$. Since $\sum_{n=0}^\infty a_n = 1$, it  follows that $a_0 \geq \frac{1}{3}$. Equality is achieved  when $a_0=\frac{1}{3}$, $a_1=\frac{1}{2}$, $a_3=\frac{1}{6}$, and $a_n = 0$ for all other $n$,  and so the answer is $\boxed{0}$.",numerical,,constant,,,3
2014,A4,"Consider a random variable $O$ that only takes nonnegative integer values. It is given that $E\left[ O \right] = 1$, $E\left[ O^2 \right] = 2$, and $E \left[ O^3 \right] = 5$. (Here $E\left[ Y \right]$ denotes the expectation of the random variable $Y$.) Determine the probability that $O = 7685$ under the condition that the probability of $O=0$ is minimized.","Let $a_n = P(O=n)$; we want the minimum value for $a_7685$. If we write  $S_k = \sum_{n=1}^\infty n^k a_n$, then the given expectation values  imply that $S_1 = 1$, $S_2 = 2$, $S_3 = 5$. Now define $f(n) = 11n-6n^2+n^3$, and note that $f(0) = 0$, $f(1)=f(2)=f(3)=6$, and  $f(n)>6$ for $n\geq 4$; thus $4 = 11S_1-6S_2+S_3 = \sum_{n=1}^\infty f(n)a_n \geq 6 \sum_{n=1}^{\infty} a_n$. Since $\sum_{n=0}^\infty a_n = 1$, it  follows that $a_0 \geq \frac{1}{3}$. Equality is achieved  when $a_0=\frac{1}{3}$, $a_1=\frac{1}{2}$, $a_3=\frac{1}{6}$, and $a_n = 0$ for all other $n$,  and so the answer is $\boxed{0}$.",numerical,,constant,,,4
2014,A4,"Consider a random variable $L$ that only takes nonnegative integer values. It is given that $E\left[ L \right] = 1$, $E\left[ L^2 \right] = 2$, and $E \left[ L^3 \right] = 5$. (Here $E\left[ Y \right]$ denotes the expectation of the random variable $Y$.) Determine the probability that $L = 49672$ under the condition that the probability of $L=0$ is minimized.","Let $a_n = P(L=n)$; we want the minimum value for $a_49672$. If we write  $S_k = \sum_{n=1}^\infty n^k a_n$, then the given expectation values  imply that $S_1 = 1$, $S_2 = 2$, $S_3 = 5$. Now define $f(n) = 11n-6n^2+n^3$, and note that $f(0) = 0$, $f(1)=f(2)=f(3)=6$, and  $f(n)>6$ for $n\geq 4$; thus $4 = 11S_1-6S_2+S_3 = \sum_{n=1}^\infty f(n)a_n \geq 6 \sum_{n=1}^{\infty} a_n$. Since $\sum_{n=0}^\infty a_n = 1$, it  follows that $a_0 \geq \frac{1}{3}$. Equality is achieved  when $a_0=\frac{1}{3}$, $a_1=\frac{1}{2}$, $a_3=\frac{1}{6}$, and $a_n = 0$ for all other $n$,  and so the answer is $\boxed{0}$.",numerical,,constant,,,5
2014,B2,"Consider a function $o$ defined on the interval $[1,37389]$ such that $-1 \leq o(h) \leq 1$ for every $h$ and $\int_1^37389 o(h)\,dh = 0$. Determine the maximum value of $\int_1^37389 \frac{o(h)}{h}\,dh$.  \,","In all solutions, we assume that the function $o$ is integrable. Let $g(h)$ be $1$ for $1\leq h\leq 18695$ and $-1$ for $18695<h\leq 37389$, and  define $h(h)=g(h)-o(h)$. Then $\int_1^37389 h(h)\,dh = 0$ and $h(h) \geq 0$  for $1\leq h\leq 18695$, $h(h) \leq 0$ for $18695<h\leq 37389$. Now \begin{align*} \int_1^37389 \frac{h(h)}{h}\,dx & = \int_1^18695 \frac{|h(h)|}{h}\,dh - \int_18695^37389  \frac{|h(h)|}{h}\,dh\\ &\geq \int_1^18695 \frac{|h(h)|}{18695}\,dh - \int_18695^37389 \frac{|h(h)|}{18695}\,dh = 0, \end{align*} and thus $\int_1^37389 \frac{o(h)}{h}\,dh \leq \int_1^37389 \frac{g(h)}{h}\,dh =  2\log 18695-\log 37389 = \log \frac{349503025}{37389}$. Since $g(h)$ achieves the upper bound, the answer is $\boxed{\log \frac{349503025}{37389}}$.",numerical,,constant,,,1
2014,B2,"Consider a function $v$ defined on the interval $[1,95749]$ such that $-1 \leq v(z) \leq 1$ for every $z$ and $\int_1^95749 v(z)\,dz = 0$. Determine the maximum value of $\int_1^95749 \frac{v(z)}{z}\,dz$.  \,","In all solutions, we assume that the function $v$ is integrable. Let $g(z)$ be $1$ for $1\leq z\leq 47875$ and $-1$ for $47875<z\leq 95749$, and  define $h(z)=g(z)-v(z)$. Then $\int_1^95749 h(z)\,dz = 0$ and $h(z) \geq 0$  for $1\leq z\leq 47875$, $h(z) \leq 0$ for $47875<z\leq 95749$. Now \begin{align*} \int_1^95749 \frac{h(z)}{z}\,dx & = \int_1^47875 \frac{|h(z)|}{z}\,dz - \int_47875^95749  \frac{|h(z)|}{z}\,dz\\ &\geq \int_1^47875 \frac{|h(z)|}{47875}\,dz - \int_47875^95749 \frac{|h(z)|}{47875}\,dz = 0, \end{align*} and thus $\int_1^95749 \frac{v(z)}{z}\,dz \leq \int_1^95749 \frac{g(z)}{z}\,dz =  2\log 47875-\log 95749 = \log \frac{2292015625}{95749}$. Since $g(z)$ achieves the upper bound, the answer is $\boxed{\log \frac{2292015625}{95749}}$.",numerical,,constant,,,2
2014,B2,"Consider a function $o$ defined on the interval $[1,86753]$ such that $-1 \leq o(r) \leq 1$ for every $r$ and $\int_1^86753 o(r)\,dr = 0$. Determine the maximum value of $\int_1^86753 \frac{o(r)}{r}\,dr$.  \,","In all solutions, we assume that the function $o$ is integrable. Let $g(r)$ be $1$ for $1\leq r\leq 43377$ and $-1$ for $43377<r\leq 86753$, and  define $h(r)=g(r)-o(r)$. Then $\int_1^86753 h(r)\,dr = 0$ and $h(r) \geq 0$  for $1\leq r\leq 43377$, $h(r) \leq 0$ for $43377<r\leq 86753$. Now \begin{align*} \int_1^86753 \frac{h(r)}{r}\,dx & = \int_1^43377 \frac{|h(r)|}{r}\,dr - \int_43377^86753  \frac{|h(r)|}{r}\,dr\\ &\geq \int_1^43377 \frac{|h(r)|}{43377}\,dr - \int_43377^86753 \frac{|h(r)|}{43377}\,dr = 0, \end{align*} and thus $\int_1^86753 \frac{o(r)}{r}\,dr \leq \int_1^86753 \frac{g(r)}{r}\,dr =  2\log 43377-\log 86753 = \log \frac{1881564129}{86753}$. Since $g(r)$ achieves the upper bound, the answer is $\boxed{\log \frac{1881564129}{86753}}$.",numerical,,constant,,,3
2014,B2,"Consider a function $x$ defined on the interval $[1,20290]$ such that $-1 \leq x(s) \leq 1$ for every $s$ and $\int_1^20290 x(s)\,ds = 0$. Determine the maximum value of $\int_1^20290 \frac{x(s)}{s}\,ds$.  \,","In all solutions, we assume that the function $x$ is integrable. Let $g(s)$ be $1$ for $1\leq s\leq 10145$ and $-1$ for $10145<s\leq 20290$, and  define $h(s)=g(s)-x(s)$. Then $\int_1^20290 h(s)\,ds = 0$ and $h(s) \geq 0$  for $1\leq s\leq 10145$, $h(s) \leq 0$ for $10145<s\leq 20290$. Now \begin{align*} \int_1^20290 \frac{h(s)}{s}\,dx & = \int_1^10145 \frac{|h(s)|}{s}\,ds - \int_10145^20290  \frac{|h(s)|}{s}\,ds\\ &\geq \int_1^10145 \frac{|h(s)|}{10145}\,ds - \int_10145^20290 \frac{|h(s)|}{10145}\,ds = 0, \end{align*} and thus $\int_1^20290 \frac{x(s)}{s}\,ds \leq \int_1^20290 \frac{g(s)}{s}\,ds =  2\log 10145-\log 20290 = \log \frac{102921025}{20290}$. Since $g(s)$ achieves the upper bound, the answer is $\boxed{\log \frac{102921025}{20290}}$.",numerical,,constant,,,4
2014,B2,"Consider a function $l$ defined on the interval $[1,28535]$ such that $-1 \leq l(i) \leq 1$ for every $i$ and $\int_1^28535 l(i)\,di = 0$. Determine the maximum value of $\int_1^28535 \frac{l(i)}{i}\,di$.  \,","In all solutions, we assume that the function $l$ is integrable. Let $g(i)$ be $1$ for $1\leq i\leq 14268$ and $-1$ for $14268<i\leq 28535$, and  define $h(i)=g(i)-l(i)$. Then $\int_1^28535 h(i)\,di = 0$ and $h(i) \geq 0$  for $1\leq i\leq 14268$, $h(i) \leq 0$ for $14268<i\leq 28535$. Now \begin{align*} \int_1^28535 \frac{h(i)}{i}\,dx & = \int_1^14268 \frac{|h(i)|}{i}\,di - \int_14268^28535  \frac{|h(i)|}{i}\,di\\ &\geq \int_1^14268 \frac{|h(i)|}{14268}\,di - \int_14268^28535 \frac{|h(i)|}{14268}\,di = 0, \end{align*} and thus $\int_1^28535 \frac{l(i)}{i}\,di \leq \int_1^28535 \frac{g(i)}{i}\,di =  2\log 14268-\log 28535 = \log \frac{203575824}{28535}$. Since $g(i)$ achieves the upper bound, the answer is $\boxed{\log \frac{203575824}{28535}}$.",numerical,,constant,,,5
2014,B5,"In the 75th annual Putnam Games, Patniss and Keeta are engaged in a mathematical competition. They alternately select an element from the set of invertible $z \times z$ matrices with entries in the field $\mathbb{Z}/p \mathbb{Z}$, where $z$ is a given positive integer and $p$ is a given prime number.The game follows these rules: \begin{enumerate} \item[(1)] A player cannot select an element that has already been chosen by either player in previous turns. \item[(2)] A player can only select an element that commutes with all previously chosen elements. \item[(3)]A player who cannot select an element on their turn loses the game. \end{enumerate} Patniss goes first. Determine the smallest value of $p$ for which Patniss wins, the smallest value of $p$ for which Keeta wins, and compute the product of these two values (Your answer may depend on $z$ and $p$.)","We first analyze the analogous game played using an arbitrary finite group $G$. Recall that for any subset $S$ of $G$, the set of elements $g \in G$ which commute with all elements of $S$ forms a subgroup $Z(S)$ of $G$, called the \emph{centralizer} (or \emph{commutant}) of $S$.  At any given point in the game, the set $S$ of previously chosen elements is contained in $Z(S)$.Initially $S = \emptyset$ and $Z(S) = G$; after each turn, $S$ is increased by one element and $Z(S)$ is replaced by a subgroup. In particular, if the order of $Z(S)$ is odd at some point, it remains odd thereafter; conversely, if $S$ contains an element of even order, then the order of $Z(S)$ remains even thereafter. Therefore, any element $g \in G$ for which $Z(\{g\})$ hasodd order is a winning first move for Patniss, while any other first move by Patniss loses if Keeta responds with some $h \in Z(\{g\})$ of even order (e.g., an element of a 2-Sylow subgroup of $Z(\{g\})$). In both cases, the win is guaranteed no matter what moves follow.  Now let $G$ be the group of invertible $z \times z$ matrices with entries in $\ZZ/p\ZZ$.If $p>2$, then $Z(S)$ will always contain the scalar matrix $-1$ of order 2, so the win for Keeta is guaranteed. (An explicit winning strategy is to answer any move $g$ with the move $-g$.)  If $p=2$, we establish the existence of $g \in G$ such that $Z(\{g\})$ has odd order using the existence of an irreducible polynomial $P(x)$ of degree $z$ over $\ZZ/p\ZZ$.We construct an $z \times z$ matrix over $\ZZ/p\ZZ$ with characteristic polynomial $P(x)$ by taking the \emph{companion matrix} of $P(x)$: write $P(x) = x^z + P_{z-1} x^{z-1} + \cdots + P_0$ and set \[ g = \begin{pmatrix} 0 & 0 & \cdots & 0 & -P_0 \\ 1 & 0 & \cdots & 0 & -P_1 \\ 0 & 1 & \cdots & 0 & -P_2 \\ \vdots & \vdots & \ddots & \vdots & \vdots \\ 0 & 0 & \cdots & 1 & -P_{z-1} \end{pmatrix}. \]In particular, $\det(g) = (-1)^z P_0 \neq 0$, so $g \in G$. Over an algebraic closure of $\ZZ/p \ZZ$, $g$ becomes diagonalizable with distinct eigenvalues, so any matrix commuting with $g$ must also be diagonalizable, and hence of odd order. In particular, $Z(\{g\})$ is of odd order, so Patniss has a winning strategy. We show that Patniss wins if $p=2$ and Keeta wins if $p>2$ (for all $z$)with the product of the minimum values of $p$ being \boxed{6}.",numerical,,variable,,,1
2014,B5,"In the 75th annual Putnam Games, Patniss and Keeta are engaged in a mathematical competition. They alternately select an element from the set of invertible $m \times m$ matrices with entries in the field $\mathbb{Z}/p \mathbb{Z}$, where $m$ is a given positive integer and $p$ is a given prime number.The game follows these rules: \begin{enumerate} \item[(1)] A player cannot select an element that has already been chosen by either player in previous turns. \item[(2)] A player can only select an element that commutes with all previously chosen elements. \item[(3)]A player who cannot select an element on their turn loses the game. \end{enumerate} Keeta goes first. Determine the smallest value of $p$ for which Keeta wins, the smallest value of $p$ for which Patness wins, and compute the product of these two values (Your answer may depend on $m$ and $p$.)","We first analyze the analogous game played using an arbitrary finite group $G$. Recall that for any subset $S$ of $G$, the set of elements $g \in G$ which commute with all elements of $S$ forms a subgroup $Z(S)$ of $G$, called the \emph{centralizer} (or \emph{commutant}) of $S$.  At any given point in the game, the set $S$ of previously chosen elements is contained in $Z(S)$.Initially $S = \emptyset$ and $Z(S) = G$; after each turn, $S$ is increased by one element and $Z(S)$ is replaced by a subgroup. In particular, if the order of $Z(S)$ is odd at some point, it remains odd thereafter; conversely, if $S$ contains an element of even order, then the order of $Z(S)$ remains even thereafter. Therefore, any element $g \in G$ for which $Z(\{g\})$ hasodd order is a winning first move for Keeta, while any other first move by Keeta loses if Patness responds with some $h \in Z(\{g\})$ of even order (e.g., an element of a 2-Sylow subgroup of $Z(\{g\})$). In both cases, the win is guaranteed no matter what moves follow.  Now let $G$ be the group of invertible $m \times m$ matrices with entries in $\ZZ/p\ZZ$.If $p>2$, then $Z(S)$ will always contain the scalar matrix $-1$ of order 2, so the win for Patness is guaranteed. (An explicit winning strategy is to answer any move $g$ with the move $-g$.)  If $p=2$, we establish the existence of $g \in G$ such that $Z(\{g\})$ has odd order using the existence of an irreducible polynomial $P(x)$ of degree $m$ over $\ZZ/p\ZZ$.We construct an $m \times m$ matrix over $\ZZ/p\ZZ$ with characteristic polynomial $P(x)$ by taking the \emph{companion matrix} of $P(x)$: write $P(x) = x^m + P_{m-1} x^{m-1} + \cdots + P_0$ and set \[ g = \begin{pmatrix} 0 & 0 & \cdots & 0 & -P_0 \\ 1 & 0 & \cdots & 0 & -P_1 \\ 0 & 1 & \cdots & 0 & -P_2 \\ \vdots & \vdots & \ddots & \vdots & \vdots \\ 0 & 0 & \cdots & 1 & -P_{m-1} \end{pmatrix}. \]In particular, $\det(g) = (-1)^m P_0 \neq 0$, so $g \in G$. Over an algebraic closure of $\ZZ/p \ZZ$, $g$ becomes diagonalizable with distinct eigenvalues, so any matrix commuting with $g$ must also be diagonalizable, and hence of odd order. In particular, $Z(\{g\})$ is of odd order, so Keeta has a winning strategy. We show that Keeta wins if $p=2$ and Patness wins if $p>2$ (for all $m$)with the product of the minimum values of $p$ being \boxed{6}.",numerical,,variable,,,2
2014,B5,"In the 75th annual Putnam Games, Patniss and Keeta are engaged in a mathematical competition. They alternately select an element from the set of invertible $y \times y$ matrices with entries in the field $\mathbb{Z}/p \mathbb{Z}$, where $y$ is a given positive integer and $p$ is a given prime number.The game follows these rules: \begin{enumerate} \item[(1)] A player cannot select an element that has already been chosen by either player in previous turns. \item[(2)] A player can only select an element that commutes with all previously chosen elements. \item[(3)]A player who cannot select an element on their turn loses the game. \end{enumerate} Patniss goes first. Determine the smallest value of $p$ for which Patniss wins, the smallest value of $p$ for which Keeta wins, and compute the product of these two values (Your answer may depend on $y$ and $p$.)","We first analyze the analogous game played using an arbitrary finite group $G$. Recall that for any subset $S$ of $G$, the set of elements $g \in G$ which commute with all elements of $S$ forms a subgroup $Z(S)$ of $G$, called the \emph{centralizer} (or \emph{commutant}) of $S$.  At any given point in the game, the set $S$ of previously chosen elements is contained in $Z(S)$.Initially $S = \emptyset$ and $Z(S) = G$; after each turn, $S$ is increased by one element and $Z(S)$ is replaced by a subgroup. In particular, if the order of $Z(S)$ is odd at some point, it remains odd thereafter; conversely, if $S$ contains an element of even order, then the order of $Z(S)$ remains even thereafter. Therefore, any element $g \in G$ for which $Z(\{g\})$ hasodd order is a winning first move for Patniss, while any other first move by Patniss loses if Keeta responds with some $h \in Z(\{g\})$ of even order (e.g., an element of a 2-Sylow subgroup of $Z(\{g\})$). In both cases, the win is guaranteed no matter what moves follow.  Now let $G$ be the group of invertible $y \times y$ matrices with entries in $\ZZ/p\ZZ$.If $p>2$, then $Z(S)$ will always contain the scalar matrix $-1$ of order 2, so the win for Keeta is guaranteed. (An explicit winning strategy is to answer any move $g$ with the move $-g$.)  If $p=2$, we establish the existence of $g \in G$ such that $Z(\{g\})$ has odd order using the existence of an irreducible polynomial $P(x)$ of degree $y$ over $\ZZ/p\ZZ$.We construct an $y \times y$ matrix over $\ZZ/p\ZZ$ with characteristic polynomial $P(x)$ by taking the \emph{companion matrix} of $P(x)$: write $P(x) = x^y + P_{y-1} x^{y-1} + \cdots + P_0$ and set \[ g = \begin{pmatrix} 0 & 0 & \cdots & 0 & -P_0 \\ 1 & 0 & \cdots & 0 & -P_1 \\ 0 & 1 & \cdots & 0 & -P_2 \\ \vdots & \vdots & \ddots & \vdots & \vdots \\ 0 & 0 & \cdots & 1 & -P_{y-1} \end{pmatrix}. \]In particular, $\det(g) = (-1)^y P_0 \neq 0$, so $g \in G$. Over an algebraic closure of $\ZZ/p \ZZ$, $g$ becomes diagonalizable with distinct eigenvalues, so any matrix commuting with $g$ must also be diagonalizable, and hence of odd order. In particular, $Z(\{g\})$ is of odd order, so Patniss has a winning strategy. We show that Patniss wins if $p=2$ and Keeta wins if $p>2$ (for all $y$)with the product of the minimum values of $p$ being \boxed{6}.",numerical,,variable,,,3
