text,subject_label,subject_conf,tactic_label,tactic_conf
"by the pigeonhole principle, there exist two vertices with the same degree. hence, if g is bipartite, it contains no odd cycle.",-1,0.24510332989977784,-1,0.29498745578750446
(f union e) complement = f complement intersection e complement .,-1,0.25127493930232064,-1,0.14285714285714288
d \ h = d intersection h complement .,-1,0.25127493930232064,-1,0.14285714285714288
"for all p in r, there exists t such that p = 11t. moreover, consider the mapping h with unknown regularity.",-1,0.23901421548022087,-1,0.3057931168813066
"the gcd(b, v1) can be expressed as a linear combination of b and v1.",-1,0.3145975585707564,-1,0.14285714285714288
"the derivative of a sum is the sum of derivatives. therefore, if n and z are independent, then p(n intersection z) = p(n) p(z). therefore, by contradiction: assume not p, derive a contradiction, conclude p.",10,0.8586292180797974,0,0.4464510506097254
"(t union v) complement = t complement intersection v complement . also, the gcd(a9, k2) can be expressed as a linear combination of a9 and k2. hence, (p  implies  q) is logically equivalent to ( not q  implies   not p).",10,0.5652811286585983,0,0.8480531152743317
"there exists a path between any two vertices in a connected k_n. hence, if a series of continuous functions converges uniformly, the limit is continuous.",10,0.9473581869257539,-1,0.3822043899683382
"there exists a bijection between e and f under certain conditions. hence, the rank-nullity theorem implies dim(ker(t)) + dim(im(f)) = dim(r^2). also, there exists infinitely many primes greater than 36.",10,0.7516923465994869,0,0.49611039488863173
let f: r^2  implies  r^2 be linear; then g(y + y) = f(y) + g(y).,-1,0.22119044987784933,-1,0.2380908030031178
b intersection (h union b) = (b intersection h) union (b intersection b).,-1,0.25127493930232064,-1,0.14285714285714288
the rank-nullity theorem implies dim(ker(t)) + dim(im(f)) = dim(c^n).,10,0.43034660717828527,-1,0.2380908030031178
v \ w = v intersection w complement .,-1,0.25127493930232064,-1,0.14285714285714288
"for all b, if p(b) then q(b).",7,0.45089980632630694,-1,0.2380908030031178
let f: c^n  implies  c^n be linear; then t(s + r6) = f(s) + t(r6).,-1,0.22119044987784933,-1,0.2380908030031178
existential instantiation introduces a fresh witness n.,-1,0.08333333333333333,-1,0.14285714285714288
"if a and x are independent, then p(a intersection x) = p(a) p(x).",7,0.8572778367124905,-1,0.2380908030031178
there exists t3 such that p(t3) and not q(t3).,7,0.45089980632630694,5,0.7944320264248652
"the gcd(k, y6) can be expressed as a linear combination of k and y6.",-1,0.3145975585707564,-1,0.14285714285714288
there exists infinitely many primes greater than 36.,-1,0.2622082664807506,-1,0.34425219580108696
"let us fix parameters eta and beta in (30, 27).",-1,0.08333333333333333,-1,0.14285714285714288
"there exists infinitely many primes greater than 24. moreover, there exists infinitely many primes greater than 47. therefore, n is prime implies n has no nontrivial divisors.",10,0.45229864650263374,0,0.49611039488863173
"there exists a path between any two vertices in a connected g. hence, for all a, if p(a) then q(a).",5,0.7559353890379173,0,0.49611039488863173
"if p_n is bipartite, it contains no odd cycle. moreover, eigenvalues of a triangular matrix are its diagonal entries. therefore, there exists n such that p(n) and not q(n).",-1,0.38476665900914675,5,0.7839262653573001
"if m is invertible, then det(m) not equal 0. hence, by the pigeonhole principle, there exist two vertices with the same degree.",-1,0.39238888554066015,0,0.44715674591126325
"the gcd(d, r) can be expressed as a linear combination of d and r. also, if k_n is connected, there exists a spanning tree of k_n. moreover, by the mean value theorem, there exists c in (17, 42) such that f'(c) = (f(42) - f(17)) / (42 - 17).",5,0.6829739860135898,-1,0.34425219580108696
"by the mean value theorem, there exists c in (49, 3) such that f'(c) = (f(3) - f(49)) / (3 - 49).",-1,0.13739297714288734,-1,0.34425219580108696
let g be a simple graph with 3 vertices; then the sum of degrees is even.,-1,0.24510332989977784,-1,0.14285714285714288
"expectation is linear even when variables are not independent. moreover, existential instantiation introduces a fresh witness r.",7,0.5160298776766287,-1,0.14285714285714288
"d is prime implies d has no nontrivial divisors. moreover, the gcd(m5, x) can be expressed as a linear combination of m5 and x.",-1,0.3086516145434186,-1,0.2380908030031178
"there exists y4 such that p(y4) and not q(y4). moreover, boundary conditions are omitted for brevity. hence, existential instantiation introduces a fresh witness b.",-1,0.38878682927983665,5,0.7839262653573001
"if k and s8 are independent, then p(k intersection s8) = p(k) p(s8).",7,0.8572778367124905,-1,0.2380908030031178
"if d and v are independent, then p(d intersection v) = p(d) p(v). therefore, if p_n is connected, there exists a spanning tree of p_n.",5,0.7865411490118376,0,0.49611039488863173
"let h be a simple graph with 16 vertices; then the sum of degrees is even. hence, by the pigeonhole principle, there exist two vertices with the same degree.",-1,0.24510332989977784,-1,0.29498745578750446
let g: r^2  implies  r^2 be linear; then g(m + z) = h(m) + h(z).,-1,0.22119044987784933,-1,0.2380908030031178
"a \ w = a intersection w complement . moreover, if a series of continuous functions converges uniformly, the limit is continuous. therefore, p is prime implies p has no nontrivial divisors.",9,0.4533232469267181,0,0.44715674591126325
"for all q, if p(q) then q(q). hence, if p_n is connected, there exists a spanning tree of p_n.",5,0.830872851153479,0,0.49611039488863173
"if n is invertible, then det(n) not equal 0. hence, chebyshev’s inequality bounds tail probabilities via variance.",10,0.6250761146192437,0,0.44715674591126325
"if a divides m and m divides 24, then a divides 24. therefore, w intersection (d union v) = (w intersection d) union (w intersection v). hence, eigenvalues of a triangular matrix are its diagonal entries.",-1,0.3148530171405916,0,0.44715674591126325
"if c divides m and m divides 22, then c divides 22.",-1,0.2622082664807506,-1,0.2380908030031178
"if y divides b4 and b4 divides 8, then y divides 8.",-1,0.2622082664807506,-1,0.2380908030031178
"by the law of total probability, p(a) = σ p(a|b_i)p(b_i). therefore, by the mean value theorem, there exists c in (12, 13) such that f'(c) = (f(13) - f(12)) / (13 - 12).",7,0.8209254467116305,-1,0.3822043899683382
"eigenvalues of a triangular matrix are its diagonal entries. therefore, boundary conditions are omitted for brevity.",5,0.5526600257293081,-1,0.29498745578750446
"consider the mapping t with unknown regularity. therefore, var(x) = e[x^2] - (e[x])^2.",-1,0.19105219084254307,-1,0.29498745578750446
"(s union u) complement = s complement intersection u complement . therefore, let us fix parameters epsilon and theta in (27, 38).",-1,0.3430370641036803,-1,0.29498745578750446
the null space of a matrix equals the set of solutions to pq1 = 0.,-1,0.36946714767014693,-1,0.14285714285714288
"the gcd(b7, a) can be expressed as a linear combination of b7 and a.",-1,0.3145975585707564,-1,0.14285714285714288
"if g is bipartite, it contains no odd cycle. therefore, the derivative of a sum is the sum of derivatives. moreover, if a series of continuous functions converges uniformly, the limit is continuous.",9,0.5376808105345142,-1,0.29498745578750446
"r + n = n - r under commutativity. hence, v \ a = v intersection a complement .",-1,0.25127493930232064,-1,0.29498745578750446
k - a = a / k under commutativity.,-1,0.08333333333333333,-1,0.14285714285714288
d intersection (a union a) = (d intersection a) union (d intersection a).,-1,0.25127493930232064,-1,0.14285714285714288
"if a series of continuous functions converges uniformly, the limit is continuous. moreover, existential instantiation introduces a fresh witness a.",9,0.5678462315613136,-1,0.14285714285714288
"by the pigeonhole principle, there exist two vertices with the same degree. therefore, there exists a path between any two vertices in a connected p_n.",5,0.7440911876685691,-1,0.3822043899683382
"for all t, if t in g and g subset g, then t in g.",11,0.8254104687245687,-1,0.2380908030031178
"let g: c^n  implies  c^n be linear; then f(d8 + t6) = g(d8) + h(t6). also, chebyshev’s inequality bounds tail probabilities via variance.",10,0.451476934290234,-1,0.2380908030031178
"w intersection (u union s) = (w intersection u) union (w intersection s). hence, by the mean value theorem, there exists c in (39, 10) such that f'(c) = (f(10) - f(39)) / (10 - 39).",-1,0.27303167144268287,-1,0.3822043899683382
the null space of a matrix equals the set of solutions to pv = 0.,-1,0.36946714767014693,-1,0.14285714285714288
"let us fix parameters alpha and omega in (22, 8). also, integration by parts: ∫ u dv = uv - ∫ v du.",-1,0.29875788909960455,-1,0.14285714285714288
"(p  implies  q) is logically equivalent to ( not q  implies   not p). also, p * m = m + p under commutativity.",-1,0.3625970164701608,0,0.6518763018632654
"s \ e = s intersection e complement . moreover, let h be a simple graph with 42 vertices; then the sum of degrees is even.",-1,0.19442950801304446,-1,0.14285714285714288
let g be a simple graph with 24 vertices; then the sum of degrees is even.,-1,0.24510332989977784,-1,0.14285714285714288
"if p is invertible, then det(p) not equal 0. also, there exists a bijection between u and a under certain conditions.",10,0.40500818603642824,-1,0.3057931168813066
"by the law of total probability, p(a) = σ p(a|b_i)p(b_i). hence, t \ w = t intersection w complement .",7,0.8254755536597773,-1,0.29498745578750446
there exists p2 such that p(p2) and not q(p2).,7,0.45089980632630694,5,0.7944320264248652
"the gcd(v, s) can be expressed as a linear combination of v and s. hence, by the law of total probability, p(a) = σ p(a|b_i)p(b_i).",10,0.5456350400161407,-1,0.29498745578750446
b \ u = b intersection u complement .,-1,0.25127493930232064,-1,0.14285714285714288
"the rank-nullity theorem implies dim(ker(f)) + dim(im(h)) = dim(r^2). hence, a \ t = a intersection t complement .",-1,0.36625845696734993,0,0.44715674591126325
"(d union e) complement = d complement intersection e complement . hence, let t: r^3  implies  r^3 be linear; then f(c + m9) = f(c) + h(m9). therefore, integration by parts: ∫ u dv = uv - ∫ v du.",9,0.44009241277892736,0,0.44715674591126325
"if y divides w and w divides 22, then y divides 22.",-1,0.2622082664807506,-1,0.2380908030031178
"if p_n is bipartite, it contains no odd cycle. therefore, by the law of total probability, p(a) = σ p(a|b_i)p(b_i). therefore, integration by parts: ∫ u dv = uv - ∫ v du.",-1,0.36791636302264397,-1,0.29498745578750446
"there exists a path between any two vertices in a connected k_n. also, let us fix parameters psi and psi in (14, 13). moreover, there exists infinitely many primes greater than 30.",5,0.577292793326453,-1,0.34425219580108696
the null space of a matrix equals the set of solutions to nx4 = 0.,-1,0.36946714767014693,-1,0.14285714285714288
let g: r^n  implies  r^n be linear; then h(t + b) = g(t) + t(b).,-1,0.22119044987784933,-1,0.2380908030031178
"if n divides w5 and w5 divides 23, then n divides 23. moreover, consider the mapping f with unknown regularity.",-1,0.2935135092487263,-1,0.2380908030031178
"r + w = w + r under commutativity. therefore, for all x, if x in a and a subset b, then x in b. therefore, if p is invertible, then det(p) not equal 0.",10,0.5459037679202398,0,0.44715674591126325
"if t divides d8 and d8 divides 3, then t divides 3.",-1,0.2622082664807506,-1,0.2380908030031178
"there exists u9 such that p(u9) and not q(u9). moreover, existential instantiation introduces a fresh witness c.",7,0.45089980632630694,5,0.7944320264248652
"the gcd(s, p) can be expressed as a linear combination of s and p.",-1,0.3145975585707564,-1,0.14285714285714288
"the gcd(m, m) can be expressed as a linear combination of m and m.",-1,0.3145975585707564,-1,0.14285714285714288
"if u3 and s2 are independent, then p(u3 intersection s2) = p(u3) p(s2). hence, chebyshev’s inequality bounds tail probabilities via variance.",7,0.8572778367124905,0,0.44715674591126325
"for all x in z, there exists s such that x = 3s. hence, for all c, if c in d and d subset t, then c in t. hence, the gcd(y, b) can be expressed as a linear combination of y and b.",10,0.5615326766815121,0,0.49611039488863173
"existential instantiation introduces a fresh witness t. hence, d \ a = d intersection a complement .",-1,0.25127493930232064,-1,0.29498745578750446
(c union t) complement = c complement intersection t complement .,-1,0.25127493930232064,-1,0.14285714285714288
"if a function is differentiable at d, it is continuous at d. moreover, the rank-nullity theorem implies dim(ker(h)) + dim(im(f)) = dim(r^3).",9,0.43590366546735165,-1,0.2380908030031178
"eigenvalues of a triangular matrix are its diagonal entries. also, let c_n be a simple graph with 15 vertices; then the sum of degrees is even.",-1,0.35430612920393567,-1,0.14285714285714288
"(p  implies  q) is logically equivalent to ( not q  implies   not p). moreover, for all b, if b in b and b subset h, then b in h.",10,0.4655865755603726,0,0.6518763018632654
"expectation is linear even when variables are not independent. also, if u4 divides m and m divides 14, then u4 divides 14.",10,0.4735804784741959,-1,0.2380908030031178
"if a function is differentiable at d, it is continuous at d.",9,0.5649521210320599,-1,0.14285714285714288
d \ c = d intersection c complement .,-1,0.25127493930232064,-1,0.14285714285714288
the rank-nullity theorem implies dim(ker(t)) + dim(im(t)) = dim(r^2).,10,0.43034660717828527,-1,0.2380908030031178
"for all s9, if p(s9) then q(s9). also, p is prime implies p has no nontrivial divisors.",10,0.7347802495293922,-1,0.2380908030031178
"for all x, if x in a and a subset e, then x in e. also, if u5 divides m and m divides 23, then u5 divides 23.",-1,0.39826924647753525,-1,0.2380908030031178
"eigenvalues of a triangular matrix are its diagonal entries. moreover, consider the mapping t with unknown regularity.",-1,0.35430612920393567,-1,0.14285714285714288
"k is prime implies k has no nontrivial divisors. moreover, if a series of continuous functions converges uniformly, the limit is continuous.",9,0.45644404114362486,-1,0.2380908030031178
the rank-nullity theorem implies dim(ker(t)) + dim(im(f)) = dim(r^2).,10,0.43034660717828527,-1,0.2380908030031178
"if a function is differentiable at v6, it is continuous at v6. also, k9 * p = p * k9 under commutativity.",9,0.45126158275131084,-1,0.14285714285714288
"if r divides w3 and w3 divides 35, then r divides 35.",-1,0.2622082664807506,-1,0.2380908030031178
"there exists b such that p(b) and not q(b). moreover, consider the mapping f with unknown regularity. therefore, the derivative of a sum is the sum of derivatives.",10,0.6327760403491597,5,0.7839262653573001
"integration by parts: ∫ u dv = uv - ∫ v du. moreover, var(x) = e[x^2] - (e[x])^2.",-1,0.31508286232468563,-1,0.14285714285714288
"chebyshev’s inequality bounds tail probabilities via variance. moreover, there exists b such that p(b) and not q(b).",7,0.8209254467116305,5,0.7944320264248652
"let h be a simple graph with 5 vertices; then the sum of degrees is even. also, the gcd(x, b) can be expressed as a linear combination of x and b.",-1,0.3145975585707564,-1,0.14285714285714288
let h: r^2  implies  r^2 be linear; then f(x + y2) = f(x) + h(y2).,-1,0.22119044987784933,-1,0.2380908030031178
"u1 / y = y / u1 under commutativity. also, the derivative of a sum is the sum of derivatives.",9,0.41865737616313903,-1,0.14285714285714288
"expectation is linear even when variables are not independent. therefore, (p  implies  q) is logically equivalent to ( not q  implies   not p). therefore, the null space of a matrix equals the set of solutions to pq = 0.",1,0.4355272970555731,0,0.8480531152743317
"there exists a bijection between f and e under certain conditions. therefore, if k_n is connected, there exists a spanning tree of k_n.",5,0.8073659347188107,-1,0.3822043899683382
"if x7 and c are independent, then p(x7 intersection c) = p(x7) p(c). hence, there exists a path between any two vertices in a connected k_n.",5,0.6679611976208331,0,0.49611039488863173
let t: r^3  implies  r^3 be linear; then f(c + q) = f(c) + h(q).,-1,0.22119044987784933,-1,0.2380908030031178
"if b divides d5 and d5 divides 50, then b divides 50.",-1,0.2622082664807506,-1,0.2380908030031178
"if a function is differentiable at u, it is continuous at u. therefore, d \ f = d intersection f complement .",9,0.5568379679376284,-1,0.29498745578750446
"for all s, if p(s) then q(s). also, integration by parts: ∫ u dv = uv - ∫ v du.",7,0.40875599481914515,-1,0.2380908030031178
"by the mean value theorem, there exists c in (39, 23) such that f'(c) = (f(23) - f(39)) / (23 - 39).",-1,0.13739297714288734,-1,0.34425219580108696
"there exists infinitely many primes greater than 8. also, w5 is prime implies w5 has no nontrivial divisors.",10,0.45229864650263374,-1,0.3057931168813066
"there exists a path between any two vertices in a connected p_n. therefore, y - w = w / y under commutativity.",5,0.7440911876685691,-1,0.3822043899683382
"existential instantiation introduces a fresh witness p. therefore, let k_n be a simple graph with 11 vertices; then the sum of degrees is even.",-1,0.24510332989977784,-1,0.29498745578750446
let k_n be a simple graph with 35 vertices; then the sum of degrees is even.,-1,0.24510332989977784,-1,0.14285714285714288
"for all x8, if x8 in s and s subset w, then x8 in w.",11,0.8254104687245687,-1,0.2380908030031178
"there exists infinitely many primes greater than 45. hence, the derivative of a sum is the sum of derivatives. hence, by the mean value theorem, there exists c in (18, 29) such that f'(c) = (f(29) - f(18)) / (29 - 18).",10,0.5049807483818425,-1,0.3822043899683382
the rank-nullity theorem implies dim(ker(f)) + dim(im(g)) = dim(r^2).,10,0.43034660717828527,-1,0.2380908030031178
(h union t) complement = h complement intersection t complement .,-1,0.25127493930232064,-1,0.14285714285714288
"for all b, if b in a and a subset v, then b in v. hence, if c_n is bipartite, it contains no odd cycle.",-1,0.29190007911296556,0,0.44715674591126325
"if v divides d8 and d8 divides 2, then v divides 2. hence, the gcd(s8, r) can be expressed as a linear combination of s8 and r. also, integration by parts: ∫ u dv = uv - ∫ v du.",-1,0.3454931543210718,0,0.44715674591126325
let h be a simple graph with 13 vertices; then the sum of degrees is even.,-1,0.24510332989977784,-1,0.14285714285714288
"there exists m such that p(m) and not q(m). hence, let f: r^3  implies  r^3 be linear; then f(k7 + p) = g(k7) + h(p).",10,0.7573589278296475,5,0.6312441275232916
"the rank-nullity theorem implies dim(ker(t)) + dim(im(h)) = dim(r^3). therefore, there exists a bijection between g and w under certain conditions.",10,0.6077197654295459,0,0.49611039488863173
let c_n be a simple graph with 27 vertices; then the sum of degrees is even.,-1,0.24510332989977784,-1,0.14285714285714288
"the rank-nullity theorem implies dim(ker(g)) + dim(im(t)) = dim(r^n). moreover, by the mean value theorem, there exists c in (23, 5) such that f'(c) = (f(5) - f(23)) / (5 - 23).",10,0.6077197654295459,-1,0.3057931168813066
"if p is invertible, then det(p) not equal 0. hence, if a function is differentiable at x, it is continuous at x. therefore, if c divides t and t divides 33, then c divides 33.",10,0.769054386171526,0,0.44715674591126325
"chebyshev’s inequality bounds tail probabilities via variance. hence, by the pigeonhole principle, there exist two vertices with the same degree.",-1,0.20085119909750276,-1,0.29498745578750446
m * x7 = x7 + m under commutativity.,-1,0.08333333333333333,-1,0.14285714285714288
"z3 is prime implies z3 has no nontrivial divisors. moreover, the rank-nullity theorem implies dim(ker(f)) + dim(im(f)) = dim(c^n). moreover, if k_n is connected, there exists a spanning tree of k_n.",1,0.5484638967779837,-1,0.3057931168813066
"if p is invertible, then det(p) not equal 0. therefore, existential instantiation introduces a fresh witness p9.",10,0.40500818603642824,0,0.44715674591126325
"there exists infinitely many primes greater than 17. therefore, for all b, if b in b and b subset d, then b in d.",-1,0.39826924647753525,0,0.49611039488863173
"if m is invertible, then det(m) not equal 0. hence, if a series of continuous functions converges uniformly, the limit is continuous. moreover, let c_n be a simple graph with 30 vertices; then the sum of degrees is even.",10,0.5850104421412244,0,0.44715674591126325
"let c_n be a simple graph with 29 vertices; then the sum of degrees is even. therefore, there exists infinitely many primes greater than 21. also, if c_n is connected, there exists a spanning tree of c_n.",5,0.6829739860135898,-1,0.3822043899683382
"assume standard smoothness; details are routine. also, integration by parts: ∫ u dv = uv - ∫ v du.",-1,0.29875788909960455,-1,0.14285714285714288
"there exists a path between any two vertices in a connected g. moreover, by the law of total probability, p(a) = σ p(a|b_i)p(b_i).",5,0.6945651214985692,-1,0.34425219580108696
"if h is bipartite, it contains no odd cycle. therefore, the derivative of a sum is the sum of derivatives.",-1,0.3411164181856229,-1,0.29498745578750446
"y is prime implies y has no nontrivial divisors. therefore, there exists a path between any two vertices in a connected c_n.",6,0.4290671692046441,0,0.49611039488863173
v1 * m = m * v1 under commutativity.,-1,0.08333333333333333,-1,0.14285714285714288
"if a function is differentiable at t, it is continuous at t. hence, the derivative of a sum is the sum of derivatives.",9,0.5649521210320599,-1,0.29498745578750446
let t: r^n  implies  r^n be linear; then g(a + x) = f(a) + h(x).,-1,0.22119044987784933,-1,0.2380908030031178
"if h is connected, there exists a spanning tree of h. hence, var(x) = e[x^2] - (e[x])^2. therefore, existential instantiation introduces a fresh witness d.",5,0.830872851153479,-1,0.3822043899683382
"let t: r^2  implies  r^2 be linear; then g(z7 + a) = g(z7) + f(a). moreover, if c and z1 are independent, then p(c intersection z1) = p(c) p(z1).",10,0.5594942688939264,-1,0.2380908030031178
"if m is invertible, then det(m) not equal 0. hence, the rank-nullity theorem implies dim(ker(f)) + dim(im(t)) = dim(c^n). therefore, consider the mapping h with unknown regularity.",10,0.6013381915011915,0,0.44715674591126325
"w3 is prime implies w3 has no nontrivial divisors. hence, eigenvalues of a triangular matrix are its diagonal entries.",-1,0.29208260999831975,0,0.44715674591126325
"if x and d are independent, then p(x intersection d) = p(x) p(d).",7,0.8572778367124905,-1,0.2380908030031178
"if t3 divides c9 and c9 divides 44, then t3 divides 44.",-1,0.2622082664807506,-1,0.2380908030031178
"(t union t) complement = t complement intersection t complement . moreover, for all n6, if p(n6) then q(n6).",7,0.5700373377192495,0,0.42662437955753973
"let t: r^2  implies  r^2 be linear; then f(p + c3) = f(p) + h(c3). moreover, the rank-nullity theorem implies dim(ker(f)) + dim(im(f)) = dim(r^n). hence, (p  implies  q) is logically equivalent to ( not q  implies   not p).",10,0.6077197654295459,0,0.8480531152743317
"if z3 divides s and s divides 10, then z3 divides 10. moreover, for all m, if m in s and s subset f, then m in f. therefore, the derivative of a sum is the sum of derivatives.",10,0.7390481436319672,0,0.44715674591126325
"u intersection (t union e) = (u intersection t) union (u intersection e). therefore, existential instantiation introduces a fresh witness m. therefore, (d union b) complement = d complement intersection b complement .",-1,0.25127493930232064,-1,0.29498745578750446
"by the mean value theorem, there exists c in (34, 1) such that f'(c) = (f(1) - f(34)) / (1 - 34). therefore, there exists d such that p(d) and not q(d).",7,0.45089980632630694,5,0.7839262653573001
v \ b = v intersection b complement .,-1,0.25127493930232064,-1,0.14285714285714288
(v union d) complement = v complement intersection d complement .,-1,0.25127493930232064,-1,0.14285714285714288
"by contradiction: assume not p, derive a contradiction, conclude p. also, eigenvalues of a triangular matrix are its diagonal entries.",1,0.43061326594238536,1,0.646505984397099
there exists infinitely many primes greater than 27.,-1,0.2622082664807506,-1,0.34425219580108696
"by the law of total probability, p(a) = σ p(a|b_i)p(b_i). hence, b1 * y = y * b1 under commutativity.",7,0.7893344811237564,-1,0.29498745578750446
"if m is invertible, then det(m) not equal 0. hence, if a function is differentiable at d, it is continuous at d.",10,0.5921578668909222,0,0.44715674591126325
there exists infinitely many primes greater than 15.,-1,0.2622082664807506,-1,0.34425219580108696
"if p_n is bipartite, it contains no odd cycle. therefore, var(x) = e[x^2] - (e[x])^2. also, y is prime implies y has no nontrivial divisors.",10,0.5424982912512937,0,0.44715674591126325
"let us fix parameters tau and rho in (5, 1). therefore, let f: r^n  implies  r^n be linear; then f(t + u2) = g(t) + g(u2).",-1,0.22119044987784933,0,0.44715674591126325
"if n is invertible, then det(n) not equal 0. hence, consider the mapping t with unknown regularity.",-1,0.39238888554066015,0,0.44715674591126325
"let us fix parameters zeta and psi in (49, 38).",-1,0.08333333333333333,-1,0.14285714285714288
"let us fix parameters epsilon and gamma in (49, 34). also, chebyshev’s inequality bounds tail probabilities via variance.",-1,0.316371069923054,-1,0.14285714285714288
"for all w7 in r, there exists z such that w7 = 31z.",-1,0.13739297714288734,-1,0.3057931168813066
"by the mean value theorem, there exists c in (34, 33) such that f'(c) = (f(33) - f(34)) / (33 - 34).",-1,0.13739297714288734,-1,0.34425219580108696
"assume standard smoothness; details are routine. moreover, the null space of a matrix equals the set of solutions to nk = 0.",-1,0.36946714767014693,-1,0.14285714285714288
"consider the mapping f with unknown regularity. hence, for all d, if d in s and s subset g, then d in g.",-1,0.29190007911296556,0,0.44715674591126325
"if c divides d and d divides 1, then c divides 1. hence, if k_n is bipartite, it contains no odd cycle.",-1,0.2935135092487263,0,0.44715674591126325
"for all p9, if p(p9) then q(p9). moreover, boundary conditions are omitted for brevity.",-1,0.38878682927983665,-1,0.2380908030031178
"for all x, if p(x) then q(x). therefore, if p_n is bipartite, it contains no odd cycle.",-1,0.2643606286240185,0,0.44715674591126325
"consider the mapping h with unknown regularity. hence, if a series of continuous functions converges uniformly, the limit is continuous.",9,0.5376808105345142,-1,0.29498745578750446
"chebyshev’s inequality bounds tail probabilities via variance. therefore, if p is invertible, then det(p) not equal 0.",10,0.6250761146192437,0,0.44715674591126325
existential instantiation introduces a fresh witness a6.,-1,0.08333333333333333,-1,0.14285714285714288
"the null space of a matrix equals the set of solutions to pq = 0. moreover, var(x) = e[x^2] - (e[x])^2.",11,0.45962228373540237,-1,0.14285714285714288
"if a series of continuous functions converges uniformly, the limit is continuous. hence, (f union c) complement = f complement intersection c complement .",9,0.5562110228743952,-1,0.29498745578750446
"by the mean value theorem, there exists c in (39, 38) such that f'(c) = (f(38) - f(39)) / (38 - 39). also, if a series of continuous functions converges uniformly, the limit is continuous.",9,0.4788904318919807,-1,0.34425219580108696
"consider the mapping h with unknown regularity. therefore, by the law of total probability, p(a) = σ p(a|b_i)p(b_i). hence, let us fix parameters epsilon and theta in (19, 46).",-1,0.3960600594807727,-1,0.29498745578750446
e \ t = e intersection t complement .,-1,0.25127493930232064,-1,0.14285714285714288
"there exists x6 such that p(x6) and not q(x6). hence, the null space of a matrix equals the set of solutions to nz1 = 0.",11,0.4536726437080813,5,0.7839262653573001
"there exists a bijection between h and v under certain conditions. also, by the mean value theorem, there exists c in (24, 8) such that f'(c) = (f(8) - f(24)) / (8 - 24).",-1,0.13739297714288734,-1,0.34425219580108696
"e \ s = e intersection s complement . hence, integration by parts: ∫ u dv = uv - ∫ v du.",-1,0.2601072480794745,-1,0.29498745578750446
e intersection (u union e) = (e intersection u) union (e intersection e).,-1,0.25127493930232064,-1,0.14285714285714288
"w6 is prime implies w6 has no nontrivial divisors. therefore, eigenvalues of a triangular matrix are its diagonal entries.",-1,0.29208260999831975,0,0.44715674591126325
"there exists a path between any two vertices in a connected k_n. moreover, the derivative of a sum is the sum of derivatives.",5,0.4938426189755138,-1,0.34425219580108696
"for all v6, if p(v6) then q(v6).",7,0.45089980632630694,-1,0.2380908030031178
"if a function is differentiable at z1, it is continuous at z1.",9,0.5649521210320599,-1,0.14285714285714288
let f: c^n  implies  c^n be linear; then f(b1 + y) = g(b1) + t(y).,-1,0.22119044987784933,-1,0.2380908030031178
"for all d3, if d3 in f and f subset d, then d3 in d.",11,0.8254104687245687,-1,0.2380908030031178
the null space of a matrix equals the set of solutions to pm4 = 0.,-1,0.36946714767014693,-1,0.14285714285714288
(h union e) complement = h complement intersection e complement .,-1,0.25127493930232064,-1,0.14285714285714288
(v union w) complement = v complement intersection w complement .,-1,0.25127493930232064,-1,0.14285714285714288
"the derivative of a sum is the sum of derivatives. also, let p_n be a simple graph with 22 vertices; then the sum of degrees is even.",-1,0.3411164181856229,-1,0.14285714285714288
"there exists infinitely many primes greater than 21. therefore, r1 is prime implies r1 has no nontrivial divisors. also, the gcd(x, d) can be expressed as a linear combination of x and d.",-1,0.372472978380816,0,0.49611039488863173
"let us fix parameters delta and phi in (42, 24). hence, if a series of continuous functions converges uniformly, the limit is continuous. hence, expectation is linear even when variables are not independent.",3,0.8233699118760806,-1,0.29498745578750446
"the rank-nullity theorem implies dim(ker(f)) + dim(im(f)) = dim(r^2). moreover, (h union u) complement = h complement intersection u complement .",-1,0.36625845696734993,-1,0.2380908030031178
"integration by parts: ∫ u dv = uv - ∫ v du. also, let c_n be a simple graph with 1 vertices; then the sum of degrees is even. therefore, for all y, if y in d and d subset f, then y in f.",-1,0.3311882386846291,0,0.44715674591126325
"the gcd(x, n) can be expressed as a linear combination of x and n. therefore, there exists a path between any two vertices in a connected p_n.",5,0.577292793326453,-1,0.3822043899683382
"by the law of total probability, p(a) = σ p(a|b_i)p(b_i). also, for all r, if p(r) then q(r).",7,0.8209254467116305,-1,0.2380908030031178
"there exists m such that p(m) and not q(m). also, there exists a bijection between h and e under certain conditions. therefore, if n is invertible, then det(n) not equal 0.",10,0.6361592966120929,5,0.6312441275232916
"the derivative of a sum is the sum of derivatives. hence, existential instantiation introduces a fresh witness z.",9,0.41865737616313903,-1,0.29498745578750446
"if a function is differentiable at s6, it is continuous at s6. hence, by the law of total probability, p(a) = σ p(a|b_i)p(b_i). moreover, if k_n is connected, there exists a spanning tree of k_n.",10,0.9690104763352697,-1,0.3822043899683382
"c - k5 = k5 + c under commutativity. hence, the gcd(x, x) can be expressed as a linear combination of x and x.",6,0.5631253723556399,-1,0.29498745578750446
"there exists a such that p(a) and not q(a). moreover, by the law of total probability, p(a) = σ p(a|b_i)p(b_i). therefore, k is prime implies k has no nontrivial divisors.",10,0.8998972723294464,5,0.6312441275232916
